22751853	1623
22788051	867
23245250	684
23043029	636
22472244	616
20502015	611
22345761	511
22842502	502
22888400	493
22813297	463
22686178	457
22760487	408
22843623	396
23250230	394
23056432	388
22901506	362
22745906	353
22900046	321
22852622	311
23206362	307
21641794	305
23056797	280
21233612	275
30632824	275
23169546	271
22901000	246
22723525	216
22878018	216
23008239	209
22898651	208
22821256	206
22901014	205
20551087	204
23529655	191
22550005	189
22309206	182
23231268	182
23078657	181
22846496	179
22563352	175
22896641	170
23188096	170
23919592	169
22479487	168
21981968	166
22345803	165
23241420	164
22906470	162
20757031	161
22837702	159
22891298	159
21156493	157
22863484	149
22569518	148
22434198	142
22334968	141
23167010	141
22703727	137
23038134	135
30664543	135
22749341	134
22689738	133
22748526	133
23105652	133
22111221	132
22798359	132
22890348	132
23062857	132
22322144	131
22158243	130
20657113	129
23121955	129
30666309	129
29855190	126
22687112	125
23030362	125
22723723	124
22826291	124
29941733	124
23161298	122
30620310	122
22760507	121
23220181	121
15746314	120
22343745	120
22426119	120
23036787	119
23168677	116
31920469	116
22673501	115
22821004	115
22902900	114
23056552	114
23090536	114
22900858	113
23026983	113
22334191	111
23246966	111
22815082	110
22900535	110
23245190	110
31476577	110
22716956	109
22724106	109
22767419	109
22830013	109
22910032	109
23263309	109
22338841	108
196925	106
22552783	106
22864166	106
22723636	103
23060689	103
22640215	102
22886781	101
23525903	101
20910649	99
23190052	99
22837050	98
21664611	96
22720695	96
22779668	96
23186421	96
23182284	95
23221610	95
23196489	94
22679940	93
22893826	93
23054256	92
23196522	92
23502979	92
22453943	91
22687795	90
23098929	90
22303373	89
22588896	89
22877036	89
22878646	89
23105952	89
22683854	88
23084494	88
23175455	88
23236223	88
22765174	87
23221330	87
23232483	87
15746338	86
23248819	86
21624078	85
22370780	85
22844757	84
22847777	84
23213243	84
22879277	83
23182941	83
23255026	83
22851812	82
23232388	82
22693028	81
22797534	81
23062673	81
22823388	80
2877560	79
22116625	79
22336650	79
22364250	79
22724221	79
22874066	78
23167387	78
22693951	77
22856074	77
22590178	76
23083984	76
22303084	75
23218680	75
30629574	75
22311519	74
22413627	74
22709170	74
22900256	74
23163303	74
23174425	74
23254060	74
22884480	73
23165228	73
23167390	73
23215574	73
23262936	73
21586514	72
22302666	72
22527593	72
22558811	72
22765668	72
22910592	72
23225306	72
22324415	71
22536095	71
22743431	71
23176152	71
23243221	71
21396500	70
22712573	70
22691127	69
22810172	69
22843963	69
22866360	69
22872701	69
23015440	69
23166319	69
22420755	68
22522749	68
23178971	68
23216513	68
22238184	67
22390208	67
22903078	67
23083644	67
23083703	67
23186634	67
23215272	67
22328631	66
22578926	66
22756274	66
22903577	66
23257844	66
23165774	65
30658411	65
22018599	64
22807629	64
22899455	64
23009794	64
22578739	63
22794936	63
